,,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Johor,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kedah,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Kelantan,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Melaka,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Negeri Sembilan,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Pahang,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perak,Perlis,Perlis,Perlis,Perlis,Perlis,Perlis,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Pulau Pinang,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sabah,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Sarawak,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Selangor/KL/Putrajaya,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,Terengganu,WP Labuan
Johor,86000,75.2090669669586,80.91889826748304,51.76110086446597,59.94624010014267,37.263833264532536,50.43364620422741,62.20645937712742,71.73250741760324,115.34960204844873,90.49144336124986,87.29403540251727,74.56133147140764,29.706674276197106,72.6642884706719,87.55546869077742,114.48678275392167,61.213628902104986,48.54341941153472,44.01008671776278,79.07489679697308,45.41444307111161,43.441705831229775,43.49539436454583,37.62607133048176,39.910121649983324,48.55250589466388,61.742971542808874,28.455803524080267,83.75020824002264,75.37324789444924,76.11349593195226,84.66215813226582,67.51201982251465,62.15047953208435,70.10576044493055,76.2771312787233,89.88810991673634,76.9428929648018,90.682354872156,83.54985416826973,50.882322288372194,38.88425919214857,0,578.1098573479449,22.98013611677515,19.072527588568885,29.72185455687128,35.64573466014345,21.819388389093312,53.021639839311405,72.75277424887953,76.31153853407831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86100,652.3059461395513,659.002542528979,629.8586246370073,638.0327218320741,611.8211750029757,626.8677304403536,638.1479706066858,648.6694480704116,690.6551751275615,667.4080876592792,664.2636070382084,651.1909725662878,607.8165074689499,643.7843474679152,657.2798272948145,682.5679126337598,632.4992598534244,618.8556824906402,610.267211826044,650.9331516055519,570.2732923814864,600.0363033176374,587.7304994897306,576.7824484151231,561.5906107100145,556.6899557691693,559.7955666749365,563.855676477048,532.2121916386319,544.6448503184714,530.9020360405693,522.2288058946947,529.387437824428,533.6914101115447,524.6020945315436,520.9242511299258,508.7063684727874,502.6305019209336,489.89146914144214,501.17857555576336,527.3988731138398,540.8641472667782,578.1098573479449,0,596.3987652556734,597.0703908546898,580.4612192897816,542.4642518149317,556.3156471209561,575.1188474027368,580.7681269621563,546.6162838460327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86200,55.95376826483303,64.85633037468642,36.94705149714856,44.7166065687234,34.122058868406135,41.09760682882443,41.79329394379265,52.29563765904416,102.73762868744586,77.01687056721399,73.87748017182419,62.36075251843606,18.24252865098363,66.21968292297662,80.58736153237062,106.56238727337094,38.711702601350936,25.655938117339193,21.343934037015824,56.98699761432296,41.017290596499365,24.193778118549407,30.32437111151621,31.227797509761906,41.82532510259082,50.1352712885667,58.94945987586131,34.44034210969644,86.38897092275832,75.59929193405812,80.80178940310749,90.23200037066042,75.21443327899026,69.85768956354023,78.91623807307839,84.53171546001374,98.55387886397199,93.793911377808,106.847031826392,97.32821201692938,69.59141037132544,55.5749205163512,22.98013611677515,596.3987652556734,0,12.062476170946997,22.691620843970863,55.617129634482026,42.01260374848898,70.89468230608014,89.1367173864623,97.72801142179058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86300,56.18950155169114,62.0809699327666,32.95409904871896,41.14463615025507,23.473075663809624,33.47327434201757,43.52088194483732,52.74660223619892,97.66787181271312,72.38673200343727,69.19018064911184,56.79186464987654,10.945102976166421,57.64618206834768,72.39417213963137,98.9733447590411,44.17430589465499,32.91935616195181,31.32919201401479,61.233527950574135,51.0152203266986,36.130843284024806,42.07619503296856,41.455728853453664,49.75857183445927,58.447156903877996,68.85450261347283,40.39495119646718,94.8530235571509,84.78408066792302,88.45199531709639,97.61776971452552,81.56511600568801,76.13954252975202,84.81447857523237,90.73373390408985,104.67670454299983,95.36533466748138,108.92696825912262,100.83938274144819,69.70843402308888,56.979231744482924,19.072527588568885,597.0703908546898,12.062476170946997,0,32.591591299486666,54.64638469880401,40.766043549436084,60.01113476163882,77.67785211535036,88.44353929934194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86400,74.35116279677388,85.46225998456264,58.88620064640117,66.25882265329902,55.98797062203296,63.786284752805685,59.55835131164485,70.65609367536226,124.38299125269504,98.59908190443934,95.51970358995798,84.50690646855082,40.85151276916188,88.90223124518621,103.27507624364935,129.1625992866216,52.11568017302314,38.62496235428807,29.807841484899992,70.47412642190312,18.46804439120296,20.926180060308933,14.57803483944825,8.884807637690889,20.198925982013556,27.892366206481434,36.3849790496308,17.226970264629028,63.83591393818599,52.908947646743044,58.696566979024304,68.24772234973014,54.31494168745639,49.14555327411884,58.43815090021968,63.63406030502839,77.56725547740845,78.85493817095576,90.78472435428897,79.44437901429269,58.28850171552459,43.280337644038184,29.72185455687128,580.4612192897816,22.691620843970863,32.591591299486666,0,47.677752339574816,36.985694885611515,82.72108381112776,102.46663098096899,104.04427584126951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86500,110.49740535974664,116.55366066044893,87.40003066550919,95.5805706645093,71.02107007470141,85.30805285630038,96.99141526979925,106.95201421821815,150.1839698304395,125.7353856385718,122.54759510878411,109.65263758256646,65.35239524303051,105.67489913973367,120.36338589675618,147.24249782089808,94.08595992156036,80.58637793285142,73.82591919292575,112.52916873455702,51.57126406040394,68.12911435683209,61.20154182501125,50.117129009282834,40.14013659166154,44.632780763966394,59.78374906394129,32.11492718437685,68.72562258083526,65.55600595727417,59.073900792580844,64.93735674411464,47.21198737107951,43.106559034956085,47.46161931977836,53.517693586342034,64.89869485028409,42.41080826043209,56.40198066778679,52.02850601820461,15.622129997093523,11.02937129831133,35.64573466014345,542.4642518149317,55.617129634482026,54.64638469880401,47.677752339574816,0,13.895743470669174,60.716782184679,80.09054038807285,67.37302632215817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86600,96.61350497259417,102.73486319687058,73.57593954103159,81.76309509623172,57.950558674386826,71.87739054946168,83.17261442066487,93.07496768226649,136.82203889220625,112.16777523607321,108.97410872428016,96.15166791588302,51.51130476030147,93.00561951314477,107.80751350622579,134.75435245050178,80.64743267048217,67.2784220769,60.96995002169388,98.99708309431166,45.06033787497765,56.45936461195634,51.300813725237006,41.27462893818006,35.008594348758784,41.71914507750235,56.92161465326192,24.32421392453508,71.8817478334415,66.27504745291336,62.92854385415844,70.2258261930524,52.307918703640425,47.388473392375914,53.783500772575195,60.06070809750152,72.7864619615207,55.39945100730097,69.2646302715072,63.25251380893077,29.081607528011485,18.374320368530967,21.819388389093312,556.3156471209561,42.01260374848898,40.766043549436084,36.985694885611515,13.895743470669174,0,56.21453247963557,76.39177519463163,69.88371147060333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86700,103.18382952473078,100.01004765617486,76.97896692629602,82.86974297298522,53.28422320891156,66.81774092072584,95.56052262541584,100.80492876906015,120.05994490026758,101.50864796735065,98.8511383872406,86.62719052795435,63.39693739005371,73.02492379880131,84.36413255523516,107.98832960306291,101.17921294462873,92.09180172884172,91.33921998798908,115.28483307973028,97.23015451545812,94.60817877595127,96.43191329183581,90.33019622590007,89.37979432158932,97.09082296683859,111.82959484144078,77.63046629640802,127.90747918238087,122.43824733490148,118.69383327430214,125.3140889296402,107.40423943725982,102.85414742205532,108.05867224029237,114.1803254273475,125.52152687407634,96.86138660003434,110.06794535730839,110.22665689142003,72.60856376604856,71.12583959139423,53.021639839311405,575.1188474027368,70.89468230608014,60.01113476163882,82.72108381112776,60.716782184679,56.21453247963557,0,20.28825975284652,33.644697438699424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86800,114.59089002752948,108.75793411673955,89.42743176581453,94.1191239085358,66.58207961852997,77.90228502206719,108.98324263213557,112.67679538789376,122.50074468711642,107.38554492366053,105.10766902916293,94.06184654867258,79.33473650570583,77.77254852640334,86.36907117277418,106.72632039237983,116.2573919631246,108.49721557739859,108.80111854677519,128.73724808759863,117.37451622893768,113.19532695509272,115.89794816795181,110.26959580874856,109.65719244032302,117.37839245409762,132.1095938105102,97.89635208775375,147.90150998918364,142.6550538587892,138.58630706218872,144.96148545270995,127.11484640533797,122.68566105465122,127.55110165949547,133.59845748251396,144.50861479521365,113.80297590214914,126.45306653747436,128.0232501408129,90.93250192299944,90.74310916318824,72.75277424887953,580.7681269621563,89.1367173864623,77.67785211535036,102.46663098096899,80.09054038807285,76.39177519463163,20.28825975284652,0,34.16750605381553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johor,86900,136.1071293662005,133.5802340307497,109.7007152452181,115.98847226261354,86.00619622853668,100.11500051453834,127.53959803605645,133.55597859594363,152.93633211929867,135.07311027658494,132.44773041011368,120.27045944299428,93.96762997611657,106.31216415793098,116.93399786450769,139.21736723006265,131.7718099776459,121.34931582074088,119.00507312943066,147.0434789926965,114.86668904345133,119.7516380303216,118.56585838723045,110.10374997523188,104.81522232894889,110.91258771979436,126.23172824022421,94.13007318267725,135.3301529426488,132.9168881678341,125.45936231733107,130.0008897755448,113.14288132549798,109.6981028798904,112.30983638913494,117.75173616605576,126.38659859344435,90.6948988859687,101.66192192634767,106.511744818206,73.02180515222503,78.28763632450949,76.31153853407831,546.6162838460327,97.72801142179058,88.44353929934194,104.04427584126951,67.37302632215817,69.88371147060333,33.644697438699424,34.16750605381553,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedah,05000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16.176285340000817,34.497424491078334,43.02632765492582,29.968798293619272,58.43888819271386,29.85923129276503,16.629436297283938,6.671361743307913,9.69060539566809,30.989637709566644,19.960499929495654,17.425547147077612,37.34855383393093,60.51748290446693,55.901135008324104,47.3393698598074,53.48026784698137,36.464673736127054,45.65313381098956,54.07831879715558,45.24835192878134,87.35446627470228,78.76441038759702,1393.9963408525775,76.30338591216261,65.84263844843439,71.79976727080609,85.41729086812819,80.77703730803105,105.66235405945206,111.8367839481938,18.428198083074985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedah,06000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.176285340000817,0,18.657008465028365,27.376583481169433,18.667684635213607,73.26881143546348,21.22410601490101,15.77705756251049,13.773858924634283,23.247779497861913,26.77284014190543,32.18948465749669,32.6038177981266,52.92857902928872,62.50430221430317,70.18048303011837,60.998741559357626,61.28833004486789,50.31806696323853,60.77551874980651,69.73289525199174,55.65784474882029,101.44113759477183,85.97152537496373,1392.813317719503,84.93361270599331,77.89159372434429,85.52991317503678,98.18327960900224,94.91428031432561,119.48046070870824,126.5910559073023,19.619021938970974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedah,06010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.497424491078334,18.657008465028365,0,8.774973753233928,14.450463698215168,91.87134277743908,28.457903426014692,31.62973071706731,32.35172973139374,39.91906348638269,28.463846452137595,50.47896203792763,51.25715059845336,71.56764007267034,64.76799788875908,88.66466262451931,79.33806688806685,76.80408193199918,68.76908123170989,79.42444870114832,88.36757208803401,72.7463522987495,119.80038281845118,100.49420983227304,1396.8411422587292,100.45543412876145,95.47135368149665,103.79588919013673,115.98983274159521,113.30272492597436,137.7052059913483,145.13730971838316,29.952106670948503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedah,06050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.02632765492582,27.376583481169433,8.774973753233928,0,18.739074283821395,100.62777858988468,35.59658137785048,40.21469213310603,41.106631749257716,47.86571745358282,32.111986666706954,59.25213878579763,59.94553849887637,80.22448267741822,66.47810843680747,97.43871483919203,88.11047433295032,85.01201847403706,77.54372403075898,88.1511734881466,97.01384538594614,81.32935673780383,128.57211089929322,108.34655577926452,1399.958601656533,108.59725723400275,104.12932681132844,112.56090441594428,124.68289794302115,122.07622029587917,146.463089230397,153.9073577702668,36.4611358412064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedah,06100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.968798293619272,18.667684635213607,14.450463698215168,18.739074283821395,0,88.27363579990497,37.04768827676489,34.44291231907406,30.764040541753882,31.965628496431776,14.028234473758536,49.11289404520163,47.349327963168754,66.7823781037919,50.47541295750643,85.86328536349586,77.26093378680191,79.8416010538973,66.39475093883571,75.39619726765231,83.24103675493276,73.615537044563,117.31802820191042,104.61933404679554,1408.6193162542095,103.43270802727697,95.26914534943904,101.75584533911652,115.17478049442816,110.73891146073845,135.63074412657338,141.61134685375765,18.405494370770718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
